	case	comparison	SNF: FDA & CGC
204986	MO_1410	ACH-000563	0.9980029163579983
205083	MO_1410	ACH-000752	0.9980031197216614
204766	MO_1410	ACH-000035	0.9980035481153884
204999	MO_1410	ACH-000586	0.9980035525161427
205092	MO_1410	ACH-000776	0.9980043307607881
205146	MO_1410	ACH-000878	0.9980043847632522
205034	MO_1410	ACH-000655	0.9980046014484139
205027	MO_1410	ACH-000640	0.9980054104147149
205103	MO_1410	ACH-000793	0.998005632155001
204883	MO_1410	ACH-000352	0.9980057417474347
204995	MO_1410	ACH-000580	0.9980061118630156
205019	MO_1410	ACH-000625	0.9980061724963003
205206	MO_1410	ACH-001190	0.9980061883617525
205119	MO_1410	ACH-000827	0.9980071209162896
205076	MO_1410	ACH-000738	0.9980072570870059
204943	MO_1410	ACH-000475	0.9980076719450202
205096	MO_1410	ACH-000783	0.9980082447301306
205125	MO_1410	ACH-000843	0.9980085588770532
204925	MO_1410	ACH-000434	0.9980088000451819
204761	MO_1410	ACH-000015	0.998008815816726
205155	MO_1410	ACH-000893	0.9980092950485762
205193	MO_1410	ACH-001021	0.9980095118462717
205173	MO_1410	ACH-000945	0.9980099124607079
205149	MO_1410	ACH-000882	0.9980107551530948
204815	MO_1410	ACH-000186	0.9980115391189386
204912	MO_1410	ACH-000416	0.998013240606302
205180	MO_1410	ACH-000963	0.9980139326231171
205159	MO_1410	ACH-000903	0.9980143051062663
205024	MO_1410	ACH-000637	0.9980144178608243
204901	MO_1410	ACH-000389	0.9980154464175043
204855	MO_1410	ACH-000282	0.9980154893733865
204992	MO_1410	ACH-000572	0.9980195212666956
